                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.59108,                0.39238,                0.82142,                0.99368,                0.99149,                0.99348,                0.89343,                0.48867,                0.33251,                  0.813,             0.00074522,             0.00074522,             0.00074522
                    147,                0.57736,                0.39349,                0.83163,                0.99415,                0.99172,                0.99351,                0.89071,                0.49358,                 0.3346,                0.81241,             0.00074051,             0.00074051,             0.00074051
                    148,                0.52797,                0.36743,                0.82932,                0.99415,                0.99172,                0.99351,                0.89071,                0.49358,                 0.3346,                0.81241,             0.00073579,             0.00073579,             0.00073579
                    149,                0.55593,                0.37563,                0.82997,                0.99533,                0.99136,                0.99352,                0.89165,                0.49766,                0.33811,                0.81235,             0.00073108,             0.00073108,             0.00073108
                    150,                0.56775,                0.38012,                0.82384,                0.99533,                0.99136,                0.99352,                0.89165,                0.49766,                0.33811,                0.81235,             0.00072636,             0.00072636,             0.00072636
                    151,                0.58533,                0.38087,                 0.8256,                0.99403,                 0.9899,                0.99354,                0.88566,                0.51641,                0.34603,                0.81488,             0.00072164,             0.00072164,             0.00072164
                    152,                0.56137,                0.37948,                0.83501,                0.99322,                0.98919,                0.99364,                 0.8871,                0.50711,                0.34452,                 0.8124,             0.00071693,             0.00071693,             0.00071693
                    153,                0.56427,                0.37681,                0.83016,                0.99322,                0.98919,                0.99364,                 0.8871,                0.50711,                0.34452,                 0.8124,             0.00071221,             0.00071221,             0.00071221
                    154,                0.57013,                0.38317,                0.83762,                 0.9922,                0.98964,                 0.9938,                0.89165,                 0.5002,                0.33565,                0.81114,              0.0007075,              0.0007075,              0.0007075
                    155,                0.56767,                0.37439,                0.82684,                0.99103,                0.99013,                0.99395,                0.88855,                0.50798,                 0.3366,                0.81394,             0.00070278,             0.00070278,             0.00070278
                    156,                0.57953,                0.38102,                0.83494,                0.99103,                0.99013,                0.99395,                0.88855,                0.50798,                 0.3366,                0.81394,             0.00069807,             0.00069807,             0.00069807
                    157,                0.54882,                  0.361,                0.82094,                0.99236,                 0.9906,                  0.994,                0.88985,                 0.4962,                0.33523,                0.81187,             0.00069335,             0.00069335,             0.00069335
                    158,                0.56964,                0.38577,                0.82902,                 0.9937,                0.98974,                0.99394,                0.88738,                0.49894,                0.33415,                0.81088,             0.00068864,             0.00068864,             0.00068864
                    159,                0.54287,                0.36617,                0.82895,                 0.9937,                0.98974,                0.99394,                0.88738,                0.49894,                0.33415,                0.81088,             0.00068392,             0.00068392,             0.00068392
                    160,                0.56099,                0.37448,                 0.8256,                0.99443,                0.98773,                  0.994,                0.88784,                0.50504,                0.33669,                0.81481,              0.0006792,              0.0006792,              0.0006792
                    161,                0.58096,                0.37599,                0.82449,                0.99499,                0.98733,                0.99403,                0.88682,                0.51198,                 0.3395,                0.81689,             0.00067449,             0.00067449,             0.00067449
                    162,                0.54162,                0.35908,                0.82749,                0.99499,                0.98733,                0.99403,                0.88682,                0.51198,                 0.3395,                0.81689,             0.00066977,             0.00066977,             0.00066977
                    163,                0.55629,                0.37514,                0.82939,                0.99291,                0.98919,                0.99397,                0.88123,                0.51544,                0.34457,                0.81893,             0.00066506,             0.00066506,             0.00066506
                    164,                0.55692,                 0.3756,                0.82006,                0.99163,                0.98879,                0.99413,                0.88761,                 0.4973,                0.33729,                0.81278,             0.00066034,             0.00066034,             0.00066034
                    165,                0.54222,                0.36337,                0.82385,                0.99163,                0.98879,                0.99413,                0.88761,                 0.4973,                0.33729,                0.81278,             0.00065563,             0.00065563,             0.00065563
                    166,                0.58148,                0.38137,                0.82882,                0.99382,                0.98886,                0.99401,                 0.8863,                0.49813,                0.33497,                0.81205,             0.00065091,             0.00065091,             0.00065091
                    167,                0.53812,                 0.3665,                0.82678,                0.99582,                0.98934,                0.99378,                0.88779,                0.49214,                0.33037,                0.81001,             0.00064619,             0.00064619,             0.00064619
                    168,                0.56088,                0.36931,                0.82788,                0.99582,                0.98934,                0.99378,                0.88779,                0.49214,                0.33037,                0.81001,             0.00064148,             0.00064148,             0.00064148
                    169,                0.53816,                0.34998,                0.81816,                 0.9951,                0.99087,                0.99369,                0.89068,                0.49135,                0.33024,                0.81041,             0.00063676,             0.00063676,             0.00063676
                    170,                0.57799,                0.36478,                0.82394,                0.99399,                0.99393,                0.99387,                0.89218,                0.48925,                0.32528,                0.80996,             0.00063205,             0.00063205,             0.00063205
                    171,                 0.5343,                0.36067,                0.83006,                0.99399,                0.99393,                0.99387,                0.89218,                0.48925,                0.32528,                0.80996,             0.00062733,             0.00062733,             0.00062733
                    172,                0.56324,                0.35989,                0.82474,                0.99375,                0.99401,                0.99403,                0.89577,                 0.4794,                0.31942,                0.80818,             0.00062262,             0.00062262,             0.00062262
                    173,                0.55773,                0.36589,                 0.8213,                0.99328,                 0.9941,                  0.994,                0.89763,                0.47295,                0.31372,                0.80715,              0.0006179,              0.0006179,              0.0006179
                    174,                0.50997,                0.33025,                0.81521,                0.99328,                 0.9941,                  0.994,                0.89763,                0.47295,                0.31372,                0.80715,             0.00061318,             0.00061318,             0.00061318
                    175,                 0.5202,                0.35923,                0.83139,                0.99325,                0.99362,                 0.9939,                0.89766,                0.47257,                0.31507,                0.80568,             0.00060847,             0.00060847,             0.00060847
                    176,                0.51976,                0.34107,                0.82493,                0.99339,                0.99456,                0.99381,                0.89723,                0.47883,                0.32052,                0.80625,             0.00060375,             0.00060375,             0.00060375
                    177,                0.54309,                0.35227,                0.82001,                0.99339,                0.99456,                0.99381,                0.89723,                0.47883,                0.32052,                0.80625,             0.00059904,             0.00059904,             0.00059904
                    178,                0.54824,                0.36464,                 0.8301,                0.99314,                0.99459,                0.99364,                0.89569,                0.47854,                0.31934,                0.80681,             0.00059432,             0.00059432,             0.00059432
                    179,                0.50217,                0.33663,                0.82743,                0.99336,                0.99459,                0.99349,                0.89885,                0.47263,                0.31779,                0.80556,             0.00058961,             0.00058961,             0.00058961
                    180,                0.52277,                 0.3428,                0.81996,                0.99336,                0.99459,                0.99349,                0.89885,                0.47263,                0.31779,                0.80556,             0.00058489,             0.00058489,             0.00058489
                    181,                0.57209,                0.36081,                0.83068,                0.99384,                0.99346,                0.99345,                0.89476,                0.47944,                0.31941,                 0.8062,             0.00058017,             0.00058017,             0.00058017
                    182,                 0.5308,                0.34715,                0.82723,                0.99384,                0.99346,                0.99345,                0.89476,                0.47944,                0.31941,                 0.8062,             0.00057546,             0.00057546,             0.00057546
                    183,                0.55407,                0.35668,                0.82365,                 0.9947,                0.99394,                0.99352,                0.89199,                0.48824,                0.32524,                0.80814,             0.00057074,             0.00057074,             0.00057074
                    184,                0.54079,                0.36027,                0.82548,                 0.9947,                0.99429,                0.99364,                0.89189,                0.48966,                0.32447,                0.80851,             0.00056603,             0.00056603,             0.00056603
                    185,                0.54303,                0.34603,                0.82294,                 0.9947,                0.99429,                0.99364,                0.89189,                0.48966,                0.32447,                0.80851,             0.00056131,             0.00056131,             0.00056131
                    186,                0.55249,                0.36275,                0.82158,                0.99465,                0.99425,                0.99389,                0.89033,                  0.489,                0.32132,                0.80782,              0.0005566,              0.0005566,              0.0005566
                    187,                0.55842,                0.35515,                0.82807,                0.99349,                0.99452,                0.99393,                0.89206,                 0.4851,                0.31887,                0.80704,             0.00055188,             0.00055188,             0.00055188
                    188,                0.52181,                0.34888,                0.82284,                0.99349,                0.99452,                0.99393,                0.89206,                 0.4851,                0.31887,                0.80704,             0.00054716,             0.00054716,             0.00054716
                    189,                0.56611,                0.36765,                 0.8241,                0.99358,                0.99452,                0.99437,                0.89532,                0.47753,                0.31394,                0.80585,             0.00054245,             0.00054245,             0.00054245
                    190,                0.53663,                0.34495,                0.82805,                0.99346,                  0.994,                0.99463,                0.89807,                0.47158,                0.30842,                0.80503,             0.00053773,             0.00053773,             0.00053773
                    191,                0.54394,                0.34755,                0.81968,                0.99346,                  0.994,                0.99463,                0.89807,                0.47158,                0.30842,                0.80503,             0.00053302,             0.00053302,             0.00053302
                    192,                0.55848,                 0.3565,                0.82775,                0.99536,                0.99417,                0.99471,                0.89399,                0.48555,                0.31754,                0.80771,              0.0005283,              0.0005283,              0.0005283
                    193,                0.53291,                0.34748,                0.82091,                0.99334,                0.99462,                 0.9947,                0.89023,                0.49632,                0.31865,                0.81035,             0.00052359,             0.00052359,             0.00052359
                    194,                0.54181,                0.35352,                0.82731,                0.99334,                0.99462,                 0.9947,                0.89023,                0.49632,                0.31865,                0.81035,             0.00051887,             0.00051887,             0.00051887
                    195,                0.50653,                0.33481,                0.81241,                0.99401,                0.99393,                0.99475,                0.89368,                0.48592,                0.31413,                0.80708,             0.00051415,             0.00051415,             0.00051415
                    196,                0.51783,                0.34273,                0.82137,                0.99363,                0.99117,                0.99477,                0.89949,                0.47347,                0.31265,                0.80452,             0.00050944,             0.00050944,             0.00050944
                    197,                0.53746,                0.34991,                0.82068,                0.99363,                0.99117,                0.99477,                0.89949,                0.47347,                0.31265,                0.80452,             0.00050472,             0.00050472,             0.00050472
                    198,                0.52809,                0.33429,                0.81284,                0.99118,                0.99177,                0.99474,                0.89918,                0.47844,                0.31285,                0.80603,             0.00050001,             0.00050001,             0.00050001
                    199,                0.54235,                0.35099,                0.82203,                0.99371,                0.98957,                0.99473,                0.89876,                0.47749,                0.31148,                0.80666,             0.00049529,             0.00049529,             0.00049529
                    200,                0.50564,                0.32638,                0.81544,                0.99371,                0.98957,                0.99473,                0.89876,                0.47749,                0.31148,                0.80666,             0.00049058,             0.00049058,             0.00049058
                    201,                 0.5272,                0.33868,                0.82237,                0.99595,                0.98955,                0.99471,                0.89636,                0.48369,                 0.3145,                0.80762,             0.00048586,             0.00048586,             0.00048586
                    202,                0.53266,                0.34232,                0.82497,                0.99493,                0.98907,                0.99474,                0.89533,                0.48443,                0.31397,                0.80687,             0.00048114,             0.00048114,             0.00048114
                    203,                 0.5389,                0.33821,                0.81442,                0.99493,                0.98907,                0.99474,                0.89533,                0.48443,                0.31397,                0.80687,             0.00047643,             0.00047643,             0.00047643
                    204,                0.53974,                0.34511,                0.82488,                0.99363,                0.99295,                0.99477,                0.89655,                0.48153,                0.31147,                0.80627,             0.00047171,             0.00047171,             0.00047171
                    205,                0.53769,                0.34359,                0.82552,                 0.9945,                0.99498,                0.99477,                0.89901,                0.47704,                0.30676,                0.80544,               0.000467,               0.000467,               0.000467
                    206,                0.53569,                0.34604,                0.82967,                 0.9945,                0.99498,                0.99477,                0.89901,                0.47704,                0.30676,                0.80544,             0.00046228,             0.00046228,             0.00046228
                    207,                0.55086,                0.34836,                0.81922,                0.99534,                0.99431,                0.99477,                0.90133,                0.46715,                0.30255,                0.80378,             0.00045757,             0.00045757,             0.00045757
                    208,                0.51674,                0.33366,                0.80621,                 0.9935,                0.99363,                0.99477,                0.90042,                0.47086,                0.30302,                0.80345,             0.00045285,             0.00045285,             0.00045285
                    209,                0.53066,                0.33668,                0.81799,                 0.9935,                0.99363,                0.99477,                0.90042,                0.47086,                0.30302,                0.80345,             0.00044813,             0.00044813,             0.00044813
                    210,                0.53048,                0.33254,                0.81837,                0.99172,                0.99445,                0.99474,                0.89864,                0.47744,                0.30464,                0.80338,             0.00044342,             0.00044342,             0.00044342
                    211,                0.51929,                0.32921,                0.81307,                0.99595,                0.99044,                0.99473,                0.90085,                0.47256,                0.30413,                0.80349,              0.0004387,              0.0004387,              0.0004387
                    212,                0.54135,                0.34599,                 0.8174,                0.99595,                0.99044,                0.99473,                0.90085,                0.47256,                0.30413,                0.80349,             0.00043399,             0.00043399,             0.00043399
                    213,                0.52064,                0.32717,                 0.8226,                0.99476,                0.98984,                0.99467,                 0.8991,                0.46785,                0.30363,                0.80361,             0.00042927,             0.00042927,             0.00042927
                    214,                0.51488,                0.33714,                 0.8214,                0.99476,                0.98984,                0.99467,                 0.8991,                0.46785,                0.30363,                0.80361,             0.00042456,             0.00042456,             0.00042456
                    215,                0.52028,                0.32983,                0.82037,                 0.9934,                0.99096,                0.99469,                 0.8994,                0.46587,                0.30268,                0.80305,             0.00041984,             0.00041984,             0.00041984
                    216,                0.54232,                0.34601,                0.81685,                0.99394,                0.98934,                0.99468,                0.90015,                0.46983,                0.30253,                0.80377,             0.00041512,             0.00041512,             0.00041512
                    217,                0.48105,                0.31363,                0.81515,                0.99394,                0.98934,                0.99468,                0.90015,                0.46983,                0.30253,                0.80377,             0.00041041,             0.00041041,             0.00041041
                    218,                0.51722,                0.33308,                0.81911,                0.99435,                0.98884,                0.99449,                0.89197,                0.48501,                0.30799,                0.80466,             0.00040569,             0.00040569,             0.00040569
                    219,                0.50224,                0.33225,                0.81203,                0.99333,                0.98895,                 0.9943,                0.89004,                0.48977,                0.31254,                0.80516,             0.00040098,             0.00040098,             0.00040098
                    220,                 0.5262,                0.33672,                 0.8209,                0.99333,                0.98895,                 0.9943,                0.89004,                0.48977,                0.31254,                0.80516,             0.00039626,             0.00039626,             0.00039626
                    221,                  0.519,                 0.3381,                0.82077,                0.99367,                0.98781,                0.99429,                0.89214,                0.48966,                0.31557,                0.80503,             0.00039155,             0.00039155,             0.00039155
                    222,                0.51682,                 0.3321,                0.82299,                0.99342,                0.98872,                0.99439,                0.89638,                0.48094,                0.31291,                0.80424,             0.00038683,             0.00038683,             0.00038683
                    223,                0.54326,                0.34684,                0.82582,                0.99342,                0.98872,                0.99439,                0.89638,                0.48094,                0.31291,                0.80424,             0.00038211,             0.00038211,             0.00038211
                    224,                0.52929,                 0.3448,                0.82621,                0.99519,                0.98965,                0.99454,                0.90042,                0.46908,                0.30673,                0.80382,              0.0003774,              0.0003774,              0.0003774
                    225,                0.57405,                0.35544,                0.82186,                0.99604,                0.99034,                0.99468,                0.89895,                0.47305,                0.30616,                0.80354,             0.00037268,             0.00037268,             0.00037268
                    226,                0.51875,                0.33506,                0.82272,                0.99604,                0.99034,                0.99468,                0.89895,                0.47305,                0.30616,                0.80354,             0.00036797,             0.00036797,             0.00036797
                    227,                0.53798,                0.34275,                 0.8162,                 0.9961,                0.99059,                0.99478,                0.89844,                0.47687,                 0.3063,                0.80388,             0.00036325,             0.00036325,             0.00036325
                    228,                0.52692,                0.33703,                0.81989,                0.99592,                0.99179,                 0.9948,                0.89625,                0.48398,                0.30683,                0.80488,             0.00035854,             0.00035854,             0.00035854
                    229,                0.53823,                0.33301,                0.81079,                0.99592,                0.99179,                 0.9948,                0.89625,                0.48398,                0.30683,                0.80488,             0.00035382,             0.00035382,             0.00035382
                    230,                0.53365,                0.33685,                0.82133,                0.99565,                0.99577,                0.99475,                0.89525,                0.48308,                0.30901,                0.80596,              0.0003491,              0.0003491,              0.0003491
                    231,                 0.5002,                0.32367,                0.82562,                0.99564,                0.99496,                0.99466,                0.89896,                0.47236,                0.30641,                 0.8042,             0.00034439,             0.00034439,             0.00034439
                    232,                 0.5344,                0.34136,                0.81596,                0.99564,                0.99496,                0.99466,                0.89896,                0.47236,                0.30641,                 0.8042,             0.00033967,             0.00033967,             0.00033967
                    233,                0.52514,                0.33576,                0.82662,                0.99476,                0.99487,                0.99445,                0.90193,                0.46459,                0.30354,                0.80188,             0.00033496,             0.00033496,             0.00033496
                    234,                0.54045,                0.33944,                0.82178,                0.99389,                0.99506,                0.99443,                0.90361,                0.46405,                0.30158,                0.80293,             0.00033024,             0.00033024,             0.00033024
                    235,                0.50172,                0.32739,                 0.8195,                0.99389,                0.99506,                0.99443,                0.90361,                0.46405,                0.30158,                0.80293,             0.00032553,             0.00032553,             0.00032553
                    236,                0.52304,                0.33432,                0.81091,                0.99319,                0.99533,                0.99427,                0.90415,                0.46328,                0.30084,                0.80266,             0.00032081,             0.00032081,             0.00032081
                    237,                0.50988,                0.32434,                0.81888,                0.99284,                0.99581,                0.99406,                0.90372,                0.45878,                0.29847,                0.80158,             0.00031609,             0.00031609,             0.00031609
                    238,                0.51814,                0.32444,                0.80579,                0.99284,                0.99581,                0.99406,                0.90372,                0.45878,                0.29847,                0.80158,             0.00031138,             0.00031138,             0.00031138
                    239,                0.47952,                0.30914,                0.81162,                0.99371,                0.99494,                0.99406,                0.90577,                0.45672,                0.29544,                0.80068,             0.00030666,             0.00030666,             0.00030666
                    240,                0.52529,                0.33789,                0.82121,                0.99442,                0.99519,                 0.9942,                0.90802,                0.45452,                0.29298,                0.80083,             0.00030195,             0.00030195,             0.00030195
                    241,                0.51273,                0.31934,                0.80722,                0.99442,                0.99519,                 0.9942,                0.90802,                0.45452,                0.29298,                0.80083,             0.00029723,             0.00029723,             0.00029723
                    242,                0.48308,                0.31048,                0.81169,                0.99479,                0.99532,                 0.9943,                0.90813,                0.45306,                0.29238,                0.80066,             0.00029252,             0.00029252,             0.00029252
                    243,                0.54773,                0.33988,                0.81625,                0.99553,                0.99524,                0.99432,                0.90774,                0.45345,                0.29432,                0.80085,              0.0002878,              0.0002878,              0.0002878
                    244,                0.51203,                0.32507,                0.81799,                0.99553,                0.99524,                0.99432,                0.90774,                0.45345,                0.29432,                0.80085,             0.00028308,             0.00028308,             0.00028308
                    245,                0.51524,                0.32946,                0.82382,                0.99545,                0.99522,                0.99435,                0.90707,                0.45435,                0.29446,                0.80063,             0.00027837,             0.00027837,             0.00027837
                    246,                0.51491,                0.32227,                 0.8126,                0.99545,                0.99522,                0.99435,                0.90707,                0.45435,                0.29446,                0.80063,             0.00027365,             0.00027365,             0.00027365
                    247,                0.49866,                0.31772,                0.80878,                0.99544,                0.99523,                0.99452,                0.90501,                0.45546,                0.29495,                0.80138,             0.00026894,             0.00026894,             0.00026894
                    248,                0.51365,                0.32386,                0.81447,                0.99475,                0.99523,                0.99456,                 0.9056,                 0.4515,                 0.2932,                0.80045,             0.00026422,             0.00026422,             0.00026422
                    249,                0.52465,                0.33072,                0.81131,                0.99475,                0.99523,                0.99456,                 0.9056,                 0.4515,                 0.2932,                0.80045,             0.00025951,             0.00025951,             0.00025951
                    250,                0.48166,                0.30901,                0.81827,                0.99549,                0.99485,                0.99459,                 0.9076,                0.45032,                0.29074,                0.80063,             0.00025479,             0.00025479,             0.00025479
                    251,                0.50923,                0.32092,                 0.8244,                0.99619,                0.99528,                0.99465,                0.90738,                0.45001,                0.28792,                0.80045,             0.00025007,             0.00025007,             0.00025007
                    252,                0.50327,                0.31955,                0.81497,                0.99619,                0.99528,                0.99465,                0.90738,                0.45001,                0.28792,                0.80045,             0.00024536,             0.00024536,             0.00024536
                    253,                0.51937,                0.32487,                0.81413,                0.99709,                0.99539,                0.99469,                0.90453,                0.46117,                0.28881,                0.80136,             0.00024064,             0.00024064,             0.00024064
                    254,                0.49472,                0.31118,                0.81281,                0.99561,                0.99641,                0.99475,                0.90436,                0.46537,                0.29111,                0.80195,             0.00023593,             0.00023593,             0.00023593
                    255,                  0.518,                0.33175,                0.82185,                0.99561,                0.99641,                0.99475,                0.90436,                0.46537,                0.29111,                0.80195,             0.00023121,             0.00023121,             0.00023121
                    256,                0.50945,                0.31715,                0.80728,                0.99562,                0.99666,                0.99479,                0.90667,                0.45827,                0.29137,                0.80164,              0.0002265,              0.0002265,              0.0002265
                    257,                 0.4772,                0.30442,                0.81067,                0.99576,                0.99618,                0.99484,                0.90873,                0.45085,                0.28885,                0.80124,             0.00022178,             0.00022178,             0.00022178
                    258,                0.50334,                 0.3138,                0.81248,                0.99576,                0.99618,                0.99484,                0.90873,                0.45085,                0.28885,                0.80124,             0.00021707,             0.00021707,             0.00021707
                    259,                0.46565,                0.29824,                0.81479,                0.99555,                0.99578,                0.99486,                0.90741,                0.45334,                0.28702,                0.80092,             0.00021235,             0.00021235,             0.00021235
                    260,                0.51142,                0.31473,                0.81896,                0.99546,                0.99605,                0.99487,                0.90713,                0.45277,                0.28476,                0.80084,             0.00020763,             0.00020763,             0.00020763
                    261,                0.51279,                0.31944,                0.81128,                0.99546,                0.99605,                0.99487,                0.90713,                0.45277,                0.28476,                0.80084,             0.00020292,             0.00020292,             0.00020292
                    262,                0.49286,                0.31324,                0.81341,                0.99574,                0.99457,                0.99487,                0.90717,                0.45135,                0.28397,                0.80025,              0.0001982,              0.0001982,              0.0001982
                    263,                 0.5036,                0.32275,                0.82448,                0.99602,                0.99445,                0.99487,                0.90604,                0.45159,                0.28346,                0.79953,             0.00019349,             0.00019349,             0.00019349
                    264,                0.50076,                0.31658,                0.82427,                0.99602,                0.99445,                0.99487,                0.90604,                0.45159,                0.28346,                0.79953,             0.00018877,             0.00018877,             0.00018877
                    265,                0.51819,                0.32228,                0.81376,                0.99623,                0.99489,                0.99485,                0.90351,                0.45779,                0.28399,                0.80011,             0.00018406,             0.00018406,             0.00018406
                    266,                0.49146,                0.31092,                  0.812,                0.99642,                0.99602,                0.99483,                0.90404,                0.46053,                0.28385,                 0.8007,             0.00017934,             0.00017934,             0.00017934
                    267,                0.52522,                0.31752,                0.81429,                0.99642,                0.99602,                0.99483,                0.90404,                0.46053,                0.28385,                 0.8007,             0.00017462,             0.00017462,             0.00017462
                    268,                0.49844,                0.31072,                0.81494,                0.99615,                0.99602,                0.99483,                0.90503,                0.45646,                0.28183,                0.80033,             0.00016991,             0.00016991,             0.00016991
                    269,                0.48418,                0.31474,                0.81722,                0.99669,                0.99587,                 0.9948,                0.90856,                0.44958,                0.28064,                0.79909,             0.00016519,             0.00016519,             0.00016519
                    270,                0.46023,                0.29916,                0.81099,                0.99669,                0.99587,                 0.9948,                0.90856,                0.44958,                0.28064,                0.79909,             0.00016048,             0.00016048,             0.00016048
                    271,                0.49646,                0.31314,                0.81536,                0.99648,                0.99633,                0.99477,                0.91004,                0.44572,                0.27846,                0.79846,             0.00015576,             0.00015576,             0.00015576
                    272,                0.52077,                0.31739,                0.81199,                0.99675,                 0.9963,                0.99472,                0.91044,                0.44694,                0.27838,                0.79883,             0.00015105,             0.00015105,             0.00015105
                    273,                0.51293,                0.32034,                0.80752,                0.99675,                 0.9963,                0.99472,                0.91044,                0.44694,                0.27838,                0.79883,             0.00014633,             0.00014633,             0.00014633
                    274,                0.49956,                0.31633,                0.81305,                0.99643,                0.99529,                0.99469,                0.90974,                0.44858,                0.27925,                  0.799,             0.00014161,             0.00014161,             0.00014161
                    275,                0.45164,                0.30132,                0.81461,                0.99677,                 0.9959,                0.99467,                0.90916,                0.44831,                 0.2796,                0.79812,              0.0001369,              0.0001369,              0.0001369
                    276,                0.50756,                0.30871,                0.81359,                0.99677,                 0.9959,                0.99467,                0.90916,                0.44831,                 0.2796,                0.79812,             0.00013218,             0.00013218,             0.00013218
                    277,                 0.4562,                0.29613,                0.81821,                0.99677,                0.99588,                0.99464,                0.90796,                0.44862,                0.27889,                 0.7987,             0.00012747,             0.00012747,             0.00012747
                    278,                0.48315,                0.30475,                0.80669,                0.99677,                0.99588,                0.99464,                0.90796,                0.44862,                0.27889,                 0.7987,             0.00012275,             0.00012275,             0.00012275
                    279,                0.49808,                0.31327,                 0.8238,                0.99663,                 0.9962,                0.99462,                 0.9088,                0.44913,                0.27766,                 0.7988,             0.00011804,             0.00011804,             0.00011804
                    280,                0.47439,                0.30248,                0.81142,                0.99663,                0.99607,                0.99462,                0.90953,                0.44796,                0.27587,                0.79901,             0.00011332,             0.00011332,             0.00011332
                    281,                0.51264,                0.31524,                0.81604,                0.99663,                0.99607,                0.99462,                0.90953,                0.44796,                0.27587,                0.79901,              0.0001086,              0.0001086,              0.0001086
                    282,                0.50991,                0.32273,                0.81058,                0.99698,                0.99611,                0.99464,                0.90983,                0.44791,                0.27593,                0.79866,             0.00010389,             0.00010389,             0.00010389
                    283,                0.49591,                0.31199,                0.81077,                0.99609,                0.99615,                0.99467,                0.91065,                0.44624,                0.27496,                0.79771,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    284,                0.51584,                0.31636,                0.81891,                0.99609,                0.99615,                0.99467,                0.91065,                0.44624,                0.27496,                0.79771,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    285,                0.50712,                0.31413,                0.81246,                0.99605,                0.99616,                0.99469,                0.91033,                0.44524,                0.27427,                0.79848,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    286,                0.50908,                0.30803,                0.81669,                0.99562,                0.99643,                0.99472,                 0.9113,                0.44266,                0.27282,                0.79871,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    287,                0.49589,                0.30206,                0.80664,                0.99562,                0.99643,                0.99472,                 0.9113,                0.44266,                0.27282,                0.79871,              8.031e-05,              8.031e-05,              8.031e-05
                    288,                0.49798,                0.30474,                0.81393,                 0.9972,                0.99614,                0.99472,                0.91193,                0.44101,                0.27221,                0.79805,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    289,                0.48736,                0.30162,                0.80599,                0.99676,                0.99611,                0.99472,                0.91179,                0.43947,                 0.2722,                 0.7984,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    290,                0.48834,                0.29855,                0.80807,                0.99676,                0.99611,                0.99472,                0.91179,                0.43947,                 0.2722,                 0.7984,             6.6163e-05,             6.6163e-05,             6.6163e-05
